Sector,Parameter,Direction,Baseline_Value,Perturbed_Value,Requested_Change_Percent,Actual_Change_Percent,Parameter_Changed,Clipped_Or_Rounded,N_Replications,Baseline_Typology,Typology,P_RCPI_Positive,RCPI_PI_2.5,RCPI_PI_97.5,Baseline_Mean_RCPI,Mean_RCPI,Delta_RCPI,Delta_RCPI_MCSE,Delta_RCPI_Valid_N,Baseline_Mean_MRR,Mean_MRR,Delta_MRR,Delta_MRR_MCSE,Delta_MRR_Valid_N,Baseline_Mean_VMD,Mean_VMD,Delta_VMD,Delta_VMD_MCSE,Delta_VMD_Valid_N,Baseline_Mean_CO2_Avoided,Mean_CO2_Avoided,Delta_CO2_Avoided,Delta_CO2_Avoided_MCSE,Delta_CO2_Avoided_Valid_N
Computer hardware refurbishment,processing_cost,minus_20_percent,22.0,17.6,-19.999999999999996,-19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.1253292205806515,0.2719197441685101,0.1745979999551003,0.20113225533439685,0.026534255379296597,7.539623342958043e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,processing_cost,plus_20_percent,22.0,26.4,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,0.9999,0.07376261450355143,0.2177965998466626,0.1745979999551003,0.14821873181405848,-0.026379268141041797,7.4738434263912785e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,disposal_cost,minus_20_percent,8.0,6.4,-19.999999999999996,-19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.10287251579615776,0.24662009553615702,0.1745979999551003,0.1771344076407353,0.0025364076856350054,4.405068579585514e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,disposal_cost,plus_20_percent,8.0,9.6,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.09612251249663308,0.2430147132945924,0.1745979999551003,0.17206305905570674,-0.0025349408993935426,4.400054957184232e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,new_mfg_cost,minus_20_percent,120.0,96.0,-19.999999999999996,-19.999999999999996,True,False,10000,Sunny,Sunny,0.9983,0.034528565196067,0.18109591835283714,0.1745979999551003,0.1103106707166799,-0.0642873292384204,1.0964092592897913e-05,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,new_mfg_cost,plus_20_percent,120.0,144.0,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.14545086886717168,0.29020005800392995,0.1745979999551003,0.22038565994728546,0.045787659992185155,7.975283040398853e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,virgin_material_cost_per_unit,minus_20_percent,18.0,14.4,-19.999999999999996,-19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.09127690630847451,0.23665904017360193,0.1745979999551003,0.16636809161709884,-0.008229908338001447,1.4177399716248008e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,virgin_material_cost_per_unit,plus_20_percent,18.0,21.599999999999998,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.10729555615975972,0.25260742187627344,0.1745979999551003,0.18242316608589781,0.007825166130797522,1.352262163522409e-06,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1173.8103407989788,0.0,0.0,10000
Computer hardware refurbishment,process_capacity,minus_20_percent,100.0,80.0,-19.999999999999996,-19.999999999999996,True,False,10000,Sunny,Sunny,0.9998,0.06127536145831836,0.22166169119097723,0.1745979999551003,0.14089573216206877,-0.03370226779303152,0.000210117733841912,10000,0.7257611219354171,0.6817257584325324,-0.04403536350288472,0.0003948559229980609,10000,0.5195706236326533,0.48098270859591846,-0.03858791503673472,0.00025849311651585826,10000,1173.8103407989788,1046.0623331962304,-127.74800760274842,0.9053554498725105,10000
Computer hardware refurbishment,process_capacity,plus_20_percent,100.0,120.0,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.10690288586314488,0.2529100470656456,0.1745979999551003,0.18341279635121446,0.008814796396114172,0.00011007535735230014,10000,0.7257611219354171,0.7347083288258149,0.00894720689039789,0.00016360760568745147,10000,0.5195706236326533,0.528920647385887,0.009350023753233775,0.0001266607079726477,10000,1173.8103407989788,1210.0973265066343,36.286985707655674,0.5663463257017693,10000
Computer hardware refurbishment,ef_reverse_per_return,minus_20_percent,0.18,0.144,-19.999999999999996,-20.000000000000007,True,False,10000,Sunny,Sunny,1.0,0.09957224589241104,0.2448365193829892,0.1745979999551003,0.1745979999551003,0.0,0.0,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1199.3018507989789,25.491510000000005,0.035376517059002896,10000
Computer hardware refurbishment,ef_reverse_per_return,plus_20_percent,0.18,0.216,19.999999999999996,19.999999999999996,True,False,10000,Sunny,Sunny,1.0,0.09957224589241104,0.2448365193829892,0.1745979999551003,0.1745979999551003,0.0,0.0,10000,0.7257611219354171,0.7257611219354171,0.0,0.0,10000,0.5195706236326533,0.5195706236326533,0.0,0.0,10000,1173.8103407989788,1148.3188307989788,-25.491510000000005,0.035376517059002896,10000
General retail,rho_high,minus_20_percent,0.85,0.68,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-7.43643520831712,-6.032068087094257,-7.905052763081048,-6.689321776261316,1.215730986819732,0.0011891351238824538,10000,0.1770592416473643,0.2197102019799368,0.04265096033257251,8.781270273510237e-05,10000,0.00752495145385564,0.007469792425336715,-5.515902851892479e-05,1.1256731671088251e-06,10000,-2765.6131191191303,-2672.629701092967,92.98341802616333,0.27514718807661903,10000
General retail,rho_high,plus_20_percent,0.85,1.0,19.999999999999996,17.647058823529417,True,True,10000,Rainy,Rainy,0.0,-9.968508117411258,-7.802332369422524,-7.905052763081048,-8.79768043953992,-0.8926276764588725,0.0008632510404175111,10000,0.1770592416473643,0.15050415869022377,-0.026555082957140534,5.457631449964442e-05,10000,0.00752495145385564,0.00752520793451119,2.5648065554882396e-07,3.300627329751662e-08,10000,-2765.6131191191303,-2833.256106604039,-67.64298748490855,0.046140866366233116,10000
General retail,recovery_yield_mean,minus_20_percent,0.25,0.2,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.878981660441433,-7.0217998436686315,-7.905052763081048,-7.881663959906326,0.02338880317472148,4.715625391559968e-05,10000,0.1770592416473643,0.14165159528892715,-0.03540764635843717,3.798824919730841e-05,10000,0.00752495145385564,0.0060201427207239545,-0.0015048087331316848,1.61134468454842e-06,10000,-2765.6131191191303,-2775.073081488879,-9.459962369748672,0.00845985167520942,10000
General retail,recovery_yield_mean,plus_20_percent,0.25,0.3,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.922858267349085,-7.067748844201896,-7.905052763081048,-7.9290545670426855,-0.0240018039616373,4.398503641635404e-05,10000,0.1770592416473643,0.21246057394912563,0.03540133230176132,3.3058680561349986e-05,10000,0.00752495145385564,0.00902949104200913,0.0015045395881534895,1.4013471126788531e-06,10000,-2765.6131191191303,-2756.154877935406,9.45824118372422,0.006825881830511805,10000
General retail,sort_test_cost,minus_20_percent,5.0,4.0,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.876790683584952,-7.040889465027351,-7.905052763081048,-7.891256069704635,0.013796693376412008,7.908177534398893e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,sort_test_cost,plus_20_percent,5.0,6.0,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.92389937668191,-7.049827481688667,-7.905052763081048,-7.917918956371455,-0.012866193290407574,7.375317230405366e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,transport_cost,minus_20_percent,3.5,2.8000000000000003,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.955423072244766,-7.094448319904103,-7.905052763081048,-7.959125818090904,-0.054073055009855694,8.442403820254542e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,transport_cost,plus_20_percent,3.5,4.2,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.853146451634867,-7.000998299726468,-7.905052763081048,-7.857790947470555,0.04726181561049199,7.37849453581003e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,processing_cost,minus_20_percent,9.0,7.2,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-9.01638735983416,-7.169908725278249,-7.905052763081048,-8.026888448757111,-0.12183568567606223,0.00016258060085233062,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,processing_cost,plus_20_percent,9.0,10.799999999999999,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.796702907092314,-6.938440502570636,-7.905052763081048,-7.79763473213733,0.10741803094371849,0.00014297318825590678,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,disposal_cost,minus_20_percent,3.0,2.4000000000000004,-19.999999999999996,-19.999999999999986,True,False,10000,Rainy,Rainy,0.0,-8.928247372052136,-7.07342604086425,-7.905052763081048,-7.934017881098973,-0.028965118017925427,4.214210948653643e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,disposal_cost,plus_20_percent,3.0,3.5999999999999996,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.873777102251768,-7.015012431949469,-7.905052763081048,-7.876985457643267,0.02806730543778205,4.068162002516369e-05,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,new_mfg_cost,minus_20_percent,0.0,0.0,-19.999999999999996,,False,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,new_mfg_cost,plus_20_percent,0.0,0.0,19.999999999999996,,False,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,virgin_material_cost_per_unit,minus_20_percent,0.0,0.0,-19.999999999999996,,False,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,virgin_material_cost_per_unit,plus_20_percent,0.0,0.0,19.999999999999996,,False,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2765.6131191191303,0.0,0.0,10000
General retail,process_capacity,minus_20_percent,300.0,240.0,-19.999999999999996,-19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.351323392729679,-6.629295032170828,-7.905052763081048,-7.42814685034592,0.4769059127351289,0.0003870775232438603,10000,0.1770592416473643,0.14165223886707864,-0.03540700278028566,7.121452897154575e-05,10000,0.00752495145385564,0.006020166347608951,-0.0015047851062466888,3.0249682814058333e-06,10000,-2765.6131191191303,-2289.1460232832314,476.4670958358992,0.019767144543880007,10000
General retail,process_capacity,plus_20_percent,300.0,360.0,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-9.442134698306258,-7.459883800798851,-7.905052763081048,-8.376439251260065,-0.47138648817901774,0.0003660665678231685,10000,0.1770592416473643,0.21162036799695066,0.03456112634958636,7.021859098813581e-05,10000,0.00752495145385564,0.008993805943841618,0.001468854489985978,2.983522116054973e-06,10000,-2765.6131191191303,-3231.4055666261356,-465.7924475070048,0.22850202337699962,10000
General retail,ef_reverse_per_return,minus_20_percent,0.1,0.08000000000000002,-19.999999999999996,-19.999999999999986,True,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2689.014461119131,76.59865799999996,0.04476070910979407,10000
General retail,ef_reverse_per_return,plus_20_percent,0.1,0.12,19.999999999999996,19.999999999999996,True,False,10000,Rainy,Rainy,0.0,-8.902215195071685,-7.044300657019204,-7.905052763081048,-7.905052763081048,0.0,0.0,10000,0.1770592416473643,0.1770592416473643,0.0,0.0,10000,0.00752495145385564,0.00752495145385564,0.0,0.0,10000,-2765.6131191191303,-2842.2117771191306,-76.59865799999996,0.04476070910979403,10000
Carpet manufacturing,rho_high,minus_20_percent,0.7,0.5599999999999999,-19.999999999999996,-20.000000000000007,True,False,10000,Cloudy,Cloudy,0.9997,0.030599682201514804,0.11984273749117132,0.09924394362951204,0.07718269155907008,-0.022061252070441986,6.46922349925271e-05,10000,0.6664218408385918,0.6664366126934245,1.477185483269806e-05,1.503125636267184e-05,10000,0.3497528713243973,0.27975628182712364,-0.06999658949727368,5.7861571681065036e-05,10000,1302.7705052823353,1042.127223088158,-260.64328219417746,0.8733788671135733,10000
Carpet manufacturing,rho_high,plus_20_percent,0.7,0.84,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Sunny,0.9998,0.04813472364515265,0.1871873121639964,0.09924394362951204,0.12105240026096321,0.021808456631451135,6.524609595339061e-05,10000,0.6664218408385918,0.6660593337740955,-0.0003625070644961708,2.7154426815029532e-05,10000,0.3497528713243973,0.4195065225517952,0.06975365122739792,6.173476081290622e-05,10000,1302.7705052823353,1562.4846163135144,259.71411103117913,0.8741211414113036,10000
Carpet manufacturing,recovery_yield_mean,minus_20_percent,0.6666666666666666,0.5333333333333333,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Cloudy,0.8132,-0.033032366283075536,0.08584811865522546,0.09924394362951204,0.02705431110534871,-0.07218963252416334,3.137746992655358e-05,10000,0.6664218408385918,0.5329383286306656,-0.13348351220792615,5.7764464099052264e-05,10000,0.3497528713243973,0.27969817386867046,-0.07005469745572684,3.619998837843577e-05,10000,1302.7705052823353,303.70296007149824,-999.067545210837,1.3898095352900948,10000
Carpet manufacturing,recovery_yield_mean,plus_20_percent,0.6666666666666666,0.7999999999999999,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Sunny,1.0,0.11906665178309463,0.21783311918530368,0.09924394362951204,0.17260673877023333,0.07336279514072125,5.332851135891319e-05,10000,0.6664218408385918,0.7999459518973545,0.13352411105876275,0.00010002976451411036,10000,0.3497528713243973,0.4198289679389949,0.07007609661459761,5.6115735289402174e-05,10000,1302.7705052823353,2302.1020765603243,999.331571277989,1.51842963286584,10000
Carpet manufacturing,sort_test_cost,minus_20_percent,6.0,4.800000000000001,-19.999999999999996,-19.999999999999986,True,False,10000,Cloudy,Sunny,0.9999,0.04766211604561447,0.16233378543279386,0.09924394362951204,0.10755986719382726,0.008315923564315198,1.6270711997047654e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,sort_test_cost,plus_20_percent,6.0,7.199999999999999,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9989,0.03126300987461952,0.1454578852903573,0.09924394362951204,0.09094321066927924,-0.008300732960232819,1.6027852644791664e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,transport_cost,minus_20_percent,4.0,3.2,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Sunny,1.0,0.05278581686100767,0.16650835710634676,0.09924394362951204,0.11218596167443982,0.012942018044927757,3.2018887633732178e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,transport_cost,plus_20_percent,4.0,4.8,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9978,0.026064299197030193,0.14129495635393166,0.09924394362951204,0.0863386913619461,-0.01290525226756596,3.1474693590547398e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,processing_cost,minus_20_percent,11.0,8.8,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Sunny,1.0,0.05445415810417166,0.16943531130912026,0.09924394362951204,0.11450143417525305,0.015257490545740974,3.00162274504213e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,processing_cost,plus_20_percent,11.0,13.2,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9972,0.02439679696773884,0.1383940744308268,0.09924394362951204,0.08403751048619984,-0.015206433143312211,2.9199948109170512e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,disposal_cost,minus_20_percent,4.0,3.2,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Sunny,0.9999,0.0418602509088458,0.15524654194410062,0.09924394362951204,0.10109017602311392,0.0018462323936018535,2.8484296197124323e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,disposal_cost,plus_20_percent,4.0,4.8,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9994,0.03699780982221759,0.1525405902685579,0.09924394362951204,0.09739847924732005,-0.001845464382192005,2.845918018147123e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,new_mfg_cost,minus_20_percent,85.0,68.0,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9481,-0.010739058423893885,0.10492210037524419,0.09924394362951204,0.049955366294690495,-0.04928857733482156,9.594798991885943e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,new_mfg_cost,plus_20_percent,85.0,102.0,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Sunny,1.0,0.07453402618065415,0.18785147750907696,0.09924394362951204,0.13361305469431375,0.034369111064801686,7.129036415152865e-06,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,virgin_material_cost_per_unit,minus_20_percent,8.0,6.4,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9991,0.03547139328277552,0.15007331748957098,0.09924394362951204,0.09536725431839431,-0.0038766893111177323,7.813700144757882e-07,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,virgin_material_cost_per_unit,plus_20_percent,8.0,9.6,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Sunny,0.9999,0.04325307004944267,0.15763371037803073,0.09924394362951204,0.10299264178970002,0.003748698160187972,7.59942126549229e-07,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1302.7705052823353,0.0,0.0,10000
Carpet manufacturing,process_capacity,minus_20_percent,80.0,64.0,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9998,0.039336460192778505,0.1529135240752317,0.09924394362951204,0.0986424071509275,-0.0006015364785845711,2.2926063998127114e-05,10000,0.6664218408385918,0.6654037729956863,-0.0010180678429054174,4.701748359272549e-05,10000,0.3497528713243973,0.3492131575306144,-0.0005397137937828971,2.5014800778093332e-05,10000,1302.7705052823353,1300.7713390610293,-1.999166221305968,0.2502991982887155,10000
Carpet manufacturing,process_capacity,plus_20_percent,80.0,96.0,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9998,0.03942438290573596,0.1539219125861252,0.09924394362951204,0.09924426200898137,3.1837946931345603e-07,2.040709679551832e-07,10000,0.6664218408385918,0.6664221075045974,2.6666600569850154e-07,3.4789067248315546e-07,10000,0.3497528713243973,0.3497530169149789,1.45590581572691e-07,1.8902490939349797e-07,10000,1302.7705052823353,1302.7715868125736,0.001081530238211235,0.0024333879959198947,10000
Carpet manufacturing,ef_reverse_per_return,minus_20_percent,0.15,0.12,-19.999999999999996,-19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9998,0.03942438290573596,0.1539219125861252,0.09924394362951204,0.09924394362951204,0.0,0.0,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1314.1122602823352,11.341755000000001,0.015092779604735498,10000
Carpet manufacturing,ef_reverse_per_return,plus_20_percent,0.15,0.18,19.999999999999996,19.999999999999996,True,False,10000,Cloudy,Cloudy,0.9998,0.03942438290573596,0.1539219125861252,0.09924394362951204,0.09924394362951204,0.0,0.0,10000,0.6664218408385918,0.6664218408385918,0.0,0.0,10000,0.3497528713243973,0.3497528713243973,0.0,0.0,10000,1302.7705052823353,1291.4287502823354,-11.341755,0.015092779604735483,10000
