Sector,N_Replications,Cost_Boundary,Mean_TC_High,Mean_TC_Low,Mean_RCPI,Median_RCPI,SD_RCPI,RCPI_PI_2.5,RCPI_PI_97.5,RCPI_MCSE_Mean,RCPI_Valid_N,RCPI_Invalid_N,P_RCPI_Positive,Mean_Delta_TC,Median_Delta_TC,SD_Delta_TC,Delta_TC_PI_2.5,Delta_TC_PI_97.5,Delta_TC_MCSE_Mean,Delta_TC_Valid_N,Mean_Delta_CO2_Avoided,Median_Delta_CO2_Avoided,SD_Delta_CO2_Avoided,Delta_CO2_Avoided_PI_2.5,Delta_CO2_Avoided_PI_97.5,Delta_CO2_Avoided_MCSE_Mean,Delta_CO2_Avoided_Valid_N,Mean_MRR,Median_MRR,SD_MRR,MRR_PI_2.5,MRR_PI_97.5,MRR_MCSE_Mean,MRR_Valid_N,Mean_VMD,Median_VMD,SD_VMD,VMD_PI_2.5,VMD_PI_97.5,VMD_MCSE_Mean,VMD_Valid_N,Mean_CO2_Avoided,Median_CO2_Avoided,SD_CO2_Avoided,CO2_Avoided_PI_2.5,CO2_Avoided_PI_97.5,CO2_Avoided_MCSE_Mean,CO2_Avoided_Valid_N,Mean_CO2_per_kg_Demand,Median_CO2_per_kg_Demand,SD_CO2_per_kg_Demand,CO2_per_kg_Demand_PI_2.5,CO2_per_kg_Demand_PI_97.5,CO2_per_kg_Demand_MCSE_Mean,CO2_per_kg_Demand_Valid_N,Mean_Returned_Units_High,Mean_Processed_Units_High,Mean_Recovered_Used_Units_High,Mean_Sold_Units_High,Mean_Disposed_Units_High,Mean_Terminal_Unsorted_Units_High,Mean_Terminal_Sorted_Units_High,Max_Material_Balance_Error_High,Max_Demand_Balance_Error_High,Mean_MRR_Low,Median_MRR_Low,SD_MRR_Low,MRR_Low_PI_2.5,MRR_Low_PI_97.5,MRR_Low_MCSE_Mean,MRR_Low_Valid_N,Mean_VMD_Low,Median_VMD_Low,SD_VMD_Low,VMD_Low_PI_2.5,VMD_Low_PI_97.5,VMD_Low_MCSE_Mean,VMD_Low_Valid_N,Mean_CO2_Avoided_Low,Median_CO2_Avoided_Low,SD_CO2_Avoided_Low,CO2_Avoided_Low_PI_2.5,CO2_Avoided_Low_PI_97.5,CO2_Avoided_Low_MCSE_Mean,CO2_Avoided_Low_Valid_N,Mean_CO2_per_kg_Demand_Low,Median_CO2_per_kg_Demand_Low,SD_CO2_per_kg_Demand_Low,CO2_per_kg_Demand_Low_PI_2.5,CO2_per_kg_Demand_Low_PI_97.5,CO2_per_kg_Demand_Low_MCSE_Mean,CO2_per_kg_Demand_Low_Valid_N,Mean_Returned_Units_Low,Mean_Processed_Units_Low,Mean_Recovered_Used_Units_Low,Mean_Sold_Units_Low,Mean_Disposed_Units_Low,Mean_Terminal_Unsorted_Units_Low,Mean_Terminal_Sorted_Units_Low,Max_Material_Balance_Error_Low,Max_Demand_Balance_Error_Low,Typology
Aircraft manufacturing,10000,forward_and_recovery,586829.6026112046,709123.1686330773,0.17270666835280535,0.1730948464762333,0.024219477577107223,0.12338862558406861,0.21943221838859586,0.00024219477577107224,10000,0,1.0,-122293.56602187264,-122372.01788513042,18374.15313581943,-157553.97036911,-86281.37329457475,183.7415313581943,10000,774.162131256383,775.5672449278195,165.79285314284357,445.9172455330925,1090.8242933477502,1.6579285314284358,10000,0.6927154511185661,0.6939018346125351,0.04790332030510547,0.5943290135785152,0.7824167458298166,0.00047903320305105467,10000,0.3528692416236654,0.3526785269062599,0.029717061781965568,0.29489927521586895,0.4123193401714597,0.0002971706178196557,10000,861.1174458756793,860.8875501679105,187.88126980891946,492.16523626521774,1224.9938332913966,1.8788126980891946,10000,0.4692337972593703,0.47029631530734833,0.09725035388671623,0.2721622013863356,0.6563434105093298,0.0009725035388671623,10000,137.5918,136.0806,80.94996580861499,14.285288083873235,40.84534610751178,0.0107,1.5005,3.552713678800501e-14,7.105427357601002e-14,0.6998221973519791,0.7022900710375932,0.05895912712868677,0.5779367000038549,0.8088789164580938,0.0005895912712868677,10000,0.03555611054308626,0.03498948510149891,0.009819456909977122,0.01777455735015634,0.05619148910995471,9.819456909977122e-05,10000,86.95531461929649,83.89246047301329,32.62132123493539,30.705159666435485,158.53214551482597,0.32621321234935385,10000,0.04735694121069081,0.04590591699520061,0.017415321637085555,0.017062602092661923,0.08485169515431326,0.00017415321637085556,10000,13.7161,13.7161,8.160930769353017,1.4401642534152383,4.115004977231746,0.0,0.0,3.552713678800501e-15,6.927791673660977e-14,Sunny
Telecommunications,10000,recovery_operations_only,66896.85738674528,6980.226279658816,-8.681994683027533,-8.597287738447722,0.9669812809787734,-10.791655452299208,-7.018528486974016,0.009669812809787735,10000,0,0.0,59916.63110708647,59932.96451166516,1155.0062995468893,57605.41574034988,62139.64718934279,11.550062995468894,10000,-1512.7419631513155,-1513.1701856354462,23.2607516444903,-1557.9842683033564,-1466.9220604823424,0.232607516444903,10000,0.33445329350946534,0.3334847926541141,0.04829813413285585,0.2424976213190706,0.432214083408936,0.0004829813413285585,10000,0.03177056380275633,0.031694155021444556,0.00458069138885193,0.023079084991333834,0.04102384720258733,4.5806913888519305e-05,10000,-1700.1463778417758,-1700.5078971877144,17.493788178757374,-1733.6879826500156,-1664.8213278544147,0.17493788178757375,10000,-1.2597043247708968,-1.2599035798454845,0.017326596009218386,-1.2936554852065878,-1.2257282457914325,0.00017326596009218387,10000,854.8401,764.9978,28.58548265672,257.26934391048,479.1429734328,6.9559,82.8864,2.2737367544323206e-13,2.913225216616411e-13,0.3738595208547232,0.3729733001609298,0.056096100979446645,0.267710467042237,0.4877079025301293,0.0005609610097944665,10000,0.0035503981816587113,0.0035108480994404884,0.0006450326096566544,0.0023726509987424833,0.004894887591136253,6.450326096566544e-06,10000,-187.40441469046021,-187.1506977211442,19.303192790767042,-226.04931439728912,-150.7516310052497,0.19303192790767043,10000,-0.13884251468281064,-0.13861437707694468,0.014235884622202353,-0.16735763343058643,-0.11178420750830394,0.00014235884622202353,10000,85.4564,85.4564,3.1947917403666106,28.753125663299496,53.508482596333884,0.0,0.0,2.842170943040401e-14,2.7489122089718876e-13,Rainy
Computer hardware refurbishment,10000,forward_and_recovery,87932.04069893832,106402.87557321765,0.1745979999551003,0.17529313427851945,0.037255137024695704,0.09957224589241104,0.2448365193829892,0.00037255137024695705,10000,0,1.0,-18470.834874279342,-18461.987291175727,4284.90492096403,-26968.158207344895,-10158.220269116791,42.8490492096403,10000,1052.5099939340644,1049.0763842935216,222.30252874094214,627.408477510282,1497.7312844318844,2.2230252874094214,10000,0.7257611219354171,0.7271719327302076,0.05020407773573989,0.6224754566682016,0.8190523177962349,0.000502040777357399,10000,0.5195706236326533,0.5205164494721455,0.036526628229666215,0.44468952883494894,0.5878633725821476,0.00036526628229666217,10000,1173.8103407989788,1172.5782878144419,248.64505224287774,699.1421509187874,1674.9521085295705,2.486450522428777,10000,0.6800284773492941,0.6830195864675843,0.1202808783176223,0.4361783015269578,0.9041112239955397,0.001202808783176223,10000,708.0975,697.2876,408.06586425960757,105.07462425460571,184.1471114857867,1.3454,9.4645,1.9895196601282805e-13,2.2737367544323206e-13,0.7360242358909023,0.7383067155779902,0.05113651941294537,0.6304980442770746,0.8300422698773525,0.0005113651941294537,10000,0.052978024437152806,0.052761998494645204,0.007079108575975066,0.03977617173627683,0.06750808905167156,7.079108575975065e-05,10000,121.30034686491452,119.4771512064715,31.052243464189395,65.1456670182208,186.40392213931926,0.31052243464189394,10000,0.07010573879239848,0.06984837619567819,0.015273855731987378,0.0415575451045569,0.10105618862800048,0.0001527385573198738,10000,70.8005,70.8005,41.68282556687201,10.420706391718,18.696968041409985,0.0,0.0,2.1316282072803006e-14,2.5579538487363607e-13,Sunny
General retail,10000,recovery_operations_only,97332.67295625032,10970.19240097373,-7.905052763081048,-7.8777427557729895,0.4706939422916451,-8.902215195071685,-7.044300657019204,0.00470693942291645,10000,0,0.0,86362.48055527659,86498.77950859704,3057.609388835623,80021.22522304826,92113.68239228494,30.57609388835623,10000,-2389.2356199153505,-2389.2137309664968,17.84285804730724,-2423.6617825977196,-2354.4583989345497,0.1784285804730724,10000,0.1770592416473643,0.1748627984399267,0.0356242593818693,0.11247029174547189,0.2513176932242664,0.000356242593818693,10000,0.00752495145385564,0.007435923269401972,0.0015131795800893129,0.004777581392069959,0.010666461310188518,1.5131795800893129e-05,10000,-2765.6131191191303,-2765.7809956823503,24.19051446390283,-2813.155905888006,-2718.6604762488737,0.2419051446390283,10000,-0.615606444057387,-0.614305927123238,0.031136274887677597,-0.680681798541996,-0.559466929885521,0.00031136274887677594,10000,3829.9329,2699.9193,33.791100629192535,642.030911954658,2024.0972874161496,289.6809,840.3327,9.094947017729282e-13,1.4992451724538114e-12,0.2501308860260249,0.2479213148941743,0.04917287104205443,0.15992504457936768,0.3505003210990248,0.0004917287104205443,10000,0.0010633438599241742,0.001053068324982088,0.00021584432397477193,0.0006723896732701278,0.0015082816143580438,2.1584432397477194e-06,10000,-376.37749920378,-375.79628576183495,28.72642276479238,-433.66169072934576,-320.7759052626228,0.2872642276479238,10000,-0.08353212649556142,-0.08349657937648544,0.004098994509646775,-0.09150801230444691,-0.07549786954491926,4.098994509646775e-05,10000,383.0854,383.0854,4.791357711585707,91.03579652012843,287.25824576828586,0.0,0.0,1.1368683772161603e-13,1.5445422718585178e-12,Rainy
Carpet manufacturing,10000,forward_and_recovery,44766.69439433162,49695.09889315958,0.09924394362951204,0.09995397365651264,0.029061653746860566,0.03942438290573596,0.1539219125861252,0.00029061653746860564,10000,0,0.9998,-4928.404498827959,-4898.068252072975,1574.973742491,-8063.148337955263,-1897.1578900837608,15.74973742491,10000,1172.541750848173,1166.1402515662078,392.4898466039743,412.0599010184062,1953.8303655406992,3.924898466039743,10000,0.6664218408385918,0.6679385187251277,0.053357441034288924,0.5555833695689415,0.7657742159246869,0.0005335744103428892,10000,0.3497528713243973,0.350198491002625,0.029725406114493664,0.28936820235099425,0.40692054024684493,0.00029725406114493666,10000,1302.7705052823353,1294.7187505751076,438.1747997140481,458.2865015868083,2173.2312922770006,4.381747997140481,10000,0.20089509386574672,0.20270655883250308,0.06188765428269431,0.07293542074262849,0.3169639568321307,0.0006188765428269431,10000,378.0585,378.0584,188.9712091016036,62.99040303386787,126.09678786452852,0.0,0.0001,1.1368683772161603e-13,1.7053025658242404e-13,0.6666464047771445,0.6690614985444324,0.057935608588929426,0.5459253026245912,0.7729688576757205,0.0005793560858892942,10000,0.03492823712621332,0.034671434775435536,0.0063334839141828535,0.023272893123839285,0.04804016166367757,6.333483914182853e-05,10000,130.22875443416223,127.63434701998176,51.26844124816593,35.98314461851654,237.2879213886483,0.5126844124816593,10000,0.020076203543348367,0.019911343283028286,0.007433645629541866,0.005892929954128888,0.035475069808052234,7.433645629541866e-05,10000,37.7523,37.7523,18.875518160384935,6.291839386794978,12.584942452820087,0.0,0.0,1.4210854715202004e-14,1.9184653865522705e-13,Cloudy
